census_id,CLSC_code,census_type
5050613.05,7143,CT
5050620.01,7143,CT
5050620.03,7143,CT
5050620.04,7143,CT
5050630.01,7143,CT
5050630.02,7143,CT
5050631,7143,CT
5050700.04,7131,CT
5050710.01,7151,CT
5050710.02,7151,CT
5050711,7151,CT
5050712,7151,CT
5050800,7141,CT
5050810.01,7141,CT
5050810.02,7141,CT
5050811.01,7141,CT
5050811.02,7141,CT
5050820,7141,CT
5050821.01,7141,CT
5050821.02,7141,CT
5050822.03,7141,CT
5050822.05,7141,CT
5050822.06,7141,CT
5050840,7143,CT
5050841.03,7143,CT
5050841.04,7143,CT
24020035,11132,DA
24020036,11141,DA
24020037,11141,DA
24020038,11141,DA
24020039,11141,DA
24020040,11141,DA
24020069,11132,DA
24230337,3132,DA
24230338,3132,DA
24230339,3132,DA
24230349,3132,DA
24230350,3132,DA
24230493,3122,DA
24230494,3122,DA
24230495,3122,DA
24230558,3123,DA
24230561,3121,DA
24230562,3121,DA
24230563,3121,DA
24230564,3121,DA
24230566,3121,DA
24230567,3121,DA
24230568,3121,DA
24230569,3121,DA
24230570,3121,DA
24230644,3122,DA
24230645,3122,DA
24230646,3122,DA
24230647,3122,DA
24230648,3122,DA
24230649,3122,DA
24230650,3122,DA
24230651,3122,DA
24230652,3122,DA
24230661,3122,DA
24230662,3122,DA
24230663,3122,DA
24230665,3122,DA
24230666,3131,DA
24230667,3131,DA
24230690,3131,DA
24230721,3122,DA
24230726,3122,DA
24230727,3122,DA
24230728,3122,DA
24230729,3122,DA
24230730,3122,DA
24230743,3122,DA
24230744,3122,DA
24230745,3122,DA
24230746,3122,DA
24230768,3126,DA
24230783,3132,DA
24230784,3132,DA
24231034,3126,DA
24231080,3123,DA
24231081,3123,DA
24231108,3122,DA
24231111,3126,DA
24231112,3125,DA
24231113,3123,DA
24231115,3123,DA
24250250,12113,DA
24250260,12112,DA
24250261,12112,DA
24250263,12113,DA
24250264,12113,DA
24250316,12113,DA
24650036,13112,DA
24650037,13112,DA
24650040,13111,DA
24650041,13111,DA
24650060,13111,DA
24650153,13114,DA
24650154,13114,DA
24650155,13114,DA
24650156,13114,DA
24650158,13114,DA
24650159,13114,DA
24650160,13114,DA
24650161,13114,DA
24650162,13114,DA
24650163,13114,DA
24650256,13112,DA
24650258,13112,DA
24650485,13114,DA
24650486,13114,DA
24650487,13114,DA
24650488,13114,DA
24650489,13114,DA
24650490,13114,DA
24650600,13111,DA
24650640,13111,DA
24650641,13114,DA
24650642,13114,DA
24650643,13114,DA
24650644,13114,DA
24650645,13114,DA
24650653,13111,DA
24650654,13111,DA
24650655,13111,DA
24650676,13112,DA
24650677,13112,DA
24650678,13112,DA
24650679,13112,DA
24650680,13111,DA
24660660,6223,DA
24660661,6223,DA
24660662,6223,DA
24660666,6223,DA
24660667,6223,DA
24660668,6223,DA
24660669,6223,DA
24660670,6223,DA
24660671,6223,DA
24660672,6223,DA
24660673,6223,DA
24660676,6223,DA
24660677,6224,DA
24660678,6224,DA
24660679,6224,DA
24660680,6224,DA
24660681,6224,DA
24660682,6224,DA
24660683,6224,DA
24660684,6224,DA
24660685,6224,DA
24660686,6224,DA
24660687,6223,DA
24660688,6224,DA
24660689,6224,DA
24660690,6224,DA
24660691,6224,DA
24660692,6224,DA
24660693,6224,DA
24661319,6224,DA
24661320,6224,DA
24661332,6224,DA
24661333,6224,DA
24661334,6224,DA
24661468,6432,DA
24661469,6432,DA
24661470,6432,DA
24661471,6432,DA
24661472,6431,DA
24661473,6431,DA
24661474,6431,DA
24661475,6431,DA
24661476,6431,DA
24661640,6432,DA
24661641,6432,DA
24661651,6432,DA
24661652,6432,DA
24661653,6432,DA
24661777,6533,DA
24661778,6533,DA
24661967,6432,DA
24662050,6533,DA
24662051,6531,DA
24662101,6432,DA
24662513,6411,DA
24662515,6411,DA
24662516,6421,DA
24662543,6411,DA
24662544,6411,DA
24662545,6411,DA
24662562,6411,DA
24662563,6411,DA
24662565,6421,DA
24662566,6421,DA
24663273,6223,DA
24663275,6224,DA
24663297,6411,DA
24740029,15151,DA
24740056,15151,DA
24740059,15161,DA
24820055,7151,DA
24820056,7131,DA
24820057,7131,DA
24820058,7131,DA
24820059,7131,DA
24820060,7131,DA
24820061,7131,DA
24820072,7131,DA
24970085,9141,DA
24970086,9141,DA
24970087,9141,DA
24970088,9141,DA
24970089,9141,DA
24970092,9141,DA
24970093,9141,DA
24970094,9141,DA
24970095,9141,DA
24970096,9141,DA
24970097,9141,DA
24970101,9141,DA
24970102,9141,DA
24970103,9141,DA
24970104,9141,DA
24970105,9141,DA
24970106,9141,DA
24970107,9141,DA
24970108,9141,DA
24970109,9141,DA
24970110,9141,DA
24970111,9141,DA
24970112,9141,DA
24970113,9141,DA
24970114,9141,DA
24970115,9141,DA
24970116,9141,DA
24970117,9141,DA
24970118,9141,DA
24970119,9141,DA
24970120,9141,DA
24970121,9141,DA
24970122,9141,DA
24970123,9141,DA
24970124,9141,DA
24970125,9131,DA
24970126,9131,DA
24970141,9141,DA
24970144,9141,DA
24970147,9141,DA
24970149,9141,DA
24970152,9141,DA
24970153,9141,DA
24970154,9141,DA
24990190,10013,DA
24990233,18011,DA
24990234,18011,DA
