"","census_id","CLSC_code","census_type","CLSC_nom"
"1426",24660680,6224,"DA","Côte-des-Neiges"
"1427",24660681,6224,"DA","Côte-des-Neiges"
"1428",24660682,6224,"DA","Côte-des-Neiges"
"1429",24660683,6224,"DA","Côte-des-Neiges"
"1430",24660684,6224,"DA","Côte-des-Neiges"
"1431",24660685,6224,"DA","Côte-des-Neiges"
"1432",24660686,6224,"DA","Côte-des-Neiges"
"1433",24660687,6223,"DA","Snowdon"
"1434",24660688,6224,"DA","Côte-des-Neiges"
"1435",24660689,6224,"DA","Côte-des-Neiges"
"1436",24660690,6224,"DA","Côte-des-Neiges"
"1437",24660691,6224,"DA","Côte-des-Neiges"
"1438",24660692,6224,"DA","Côte-des-Neiges"
"1439",24660693,6224,"DA","Côte-des-Neiges"
"1440",24661319,6224,"DA","Côte-des-Neiges"
"1441",24661320,6224,"DA","Côte-des-Neiges"
"1442",24661332,6224,"DA","Côte-des-Neiges"
"1443",24661333,6224,"DA","Côte-des-Neiges"
"1444",24661334,6224,"DA","Côte-des-Neiges"
"1445",24661468,6432,"DA","Petite Patrie"
"1446",24661469,6432,"DA","Petite Patrie"
"1447",24661470,6432,"DA","Petite Patrie"
"1448",24661471,6432,"DA","Petite Patrie"
"1449",24661472,6431,"DA","Villeray"
"1450",24661473,6431,"DA","Villeray"
"1451",24661474,6431,"DA","Villeray"
"1452",24661475,6431,"DA","Villeray"
"1453",24661476,6431,"DA","Villeray"
"1454",24661640,6432,"DA","Petite Patrie"
"1455",24661641,6432,"DA","Petite Patrie"
"1456",24661651,6432,"DA","Petite Patrie"
"1457",24661652,6432,"DA","Petite Patrie"
"1458",24661653,6432,"DA","Petite Patrie"
"1459",24661777,6533,"DA","Hochelaga-Maisonneuve"
"1460",24661778,6533,"DA","Hochelaga-Maisonneuve"
"1461",24661967,6432,"DA","Petite Patrie"
"1462",24662050,6533,"DA","Hochelaga-Maisonneuve"
"1463",24662051,6531,"DA","Rosemont"
"1464",24662101,6432,"DA","Petite Patrie"
"1465",24662513,6411,"DA","Bordeaux-Cartierville"
"1466",24662515,6411,"DA","Bordeaux-Cartierville"
"1467",24662516,6421,"DA","Ahuntsic"
"1468",24662543,6411,"DA","Bordeaux-Cartierville"
"1469",24662544,6411,"DA","Bordeaux-Cartierville"
"1470",24662545,6411,"DA","Bordeaux-Cartierville"
"1471",24662562,6411,"DA","Bordeaux-Cartierville"
"1472",24662563,6411,"DA","Bordeaux-Cartierville"
"1473",24662565,6421,"DA","Ahuntsic"
"1474",24662566,6421,"DA","Ahuntsic"
"1475",24663273,6223,"DA","Snowdon"
"1476",24663275,6224,"DA","Côte-des-Neiges"
"1477",24663297,6411,"DA","Bordeaux-Cartierville"
"1478",24740029,15151,"DA","Deux-Montagnes - Mirabel"
"1479",24740056,15151,"DA","Deux-Montagnes - Mirabel"
"1480",24740059,15161,"DA","La Rivière-du-Nord - Mirabel"
"1481",24820055,7151,"DA","Vallée-de-la-Lièvre"
"1482",24820056,7131,"DA","Les Collines-de-l'Outaouais"
"1483",24820057,7131,"DA","Les Collines-de-l'Outaouais"
"1484",24820058,7131,"DA","Les Collines-de-l'Outaouais"
"1485",24820059,7131,"DA","Les Collines-de-l'Outaouais"
"1486",24820060,7131,"DA","Les Collines-de-l'Outaouais"
"1487",24820061,7131,"DA","Les Collines-de-l'Outaouais"
"1488",24820072,7131,"DA","Les Collines-de-l'Outaouais"
"1489",24970085,9141,"DA","Sept-Îles"
"1490",24970086,9141,"DA","Sept-Îles"
"1491",24970087,9141,"DA","Sept-Îles"
"1492",24970088,9141,"DA","Sept-Îles"
"1493",24970089,9141,"DA","Sept-Îles"
"1494",24970092,9141,"DA","Sept-Îles"
"1495",24970093,9141,"DA","Sept-Îles"
"1496",24970094,9141,"DA","Sept-Îles"
"1497",24970095,9141,"DA","Sept-Îles"
"1498",24970096,9141,"DA","Sept-Îles"
"1499",24970097,9141,"DA","Sept-Îles"
"1500",24970101,9141,"DA","Sept-Îles"
"1501",24970102,9141,"DA","Sept-Îles"
"1502",24970103,9141,"DA","Sept-Îles"
"1503",24970104,9141,"DA","Sept-Îles"
"1504",24970105,9141,"DA","Sept-Îles"
"1505",24970106,9141,"DA","Sept-Îles"
"1506",24970107,9141,"DA","Sept-Îles"
"1507",24970108,9141,"DA","Sept-Îles"
"1508",24970109,9141,"DA","Sept-Îles"
"1509",24970110,9141,"DA","Sept-Îles"
"1510",24970111,9141,"DA","Sept-Îles"
"1511",24970112,9141,"DA","Sept-Îles"
"1512",24970113,9141,"DA","Sept-Îles"
"1513",24970114,9141,"DA","Sept-Îles"
"1514",24970115,9141,"DA","Sept-Îles"
"1515",24970116,9141,"DA","Sept-Îles"
"1516",24970117,9141,"DA","Sept-Îles"
"1517",24970118,9141,"DA","Sept-Îles"
"1518",24970119,9141,"DA","Sept-Îles"
"1519",24970120,9141,"DA","Sept-Îles"
"1520",24970121,9141,"DA","Sept-Îles"
"1521",24970122,9141,"DA","Sept-Îles"
"1522",24970123,9141,"DA","Sept-Îles"
"1523",24970124,9141,"DA","Sept-Îles"
"1524",24970125,9131,"DA","Port-Cartier"
"1525",24970126,9131,"DA","Port-Cartier"
"1526",24970141,9141,"DA","Sept-Îles"
"1527",24970144,9141,"DA","Sept-Îles"
"1528",24970147,9141,"DA","Sept-Îles"
"1529",24970149,9141,"DA","Sept-Îles"
"1530",24970152,9141,"DA","Sept-Îles"
"1531",24970153,9141,"DA","Sept-Îles"
"1532",24970154,9141,"DA","Sept-Îles"
"1533",24990190,10013,"DA","Lebel-sur-Quévillon"
"1534",24990233,18011,"DA","Territoire Cri"
"1535",24990234,18011,"DA","Territoire Cri"
