"","census_id","CLSC_code","census_type","CLSC_nom"
"1",2401,11211,"CD","Îles-de-la-Madeleine"
"2",2405,11112,"CD","Bonaventure"
"3",2406,11111,"CD","Avignon"
"4",2407,1181,"CD","La Matapédia"
"5",2408,1171,"CD","Matane"
"6",2409,1161,"CD","La Mitis"
"7",2410,1151,"CD","Rimouski-Neigette"
"8",2411,1141,"CD","Les Basques"
"9",2412,1121,"CD","Rivière-du-Loup"
"10",2413,1131,"CD","Témiscouata"
"11",2414,1111,"CD","Kamouraska"
"12",2415,3142,"CD","Charlevoix-Est"
"13",2416,3141,"CD","Charlevoix-Ouest"
"14",2417,12152,"CD","L'Islet"
"15",2418,12151,"CD","Montmagny"
"16",2419,12114,"CD","Bellechasse"
"17",2420,3134,"CD","Orléans"
"18",2421,3134,"CD","Orléans"
"19",2427,12131,"CD","Robert-Cliche"
"20",2428,12141,"CD","Des Etchemins"
"21",2429,12132,"CD","Beauce-Sartigan"
"22",2430,5191,"CD","Granit"
"23",2431,12121,"CD","Les Appalaches"
"24",2432,4182,"CD","De l'Érable"
"25",2433,12111,"CD","Lotbinière"
"26",2434,3111,"CD","Portneuf"
"27",2435,4121,"CD","Mékinac"
"28",2436,4141,"CD","Centre-de-la-Mauricie"
"29",2438,4162,"CD","Bécancour"
"30",2439,4181,"CD","Arthabaska"
"31",2440,5171,"CD","Asbestos"
"32",2441,5181,"CD","Haut-Saint-François"
"33",2442,5161,"CD","Val Saint-François"
"34",2443,5151,"CD","Sherbrooke"
"35",2444,5141,"CD","Coaticook"
"36",2445,5131,"CD","Memphrémagog"
"37",2447,5121,"CD","Granby-Shefford-Bromont"
"38",2448,16223,"CD","Acton"
"39",2449,4171,"CD","Drummond"
"40",2450,4161,"CD","Nicolet-Yamaska"
"41",2452,14114,"CD","D'Autray"
"42",2453,16231,"CD","Bas Richelieu"
"43",2454,16222,"CD","Les Maskoutains"
"44",2459,16213,"CD","Lajemmerais"
"45",2460,14122,"CD","L'Assomption"
"46",2461,14113,"CD","Joliette"
"47",2462,14111,"CD","Matawinie"
"48",2463,14112,"CD","Montcalm"
"49",2464,14121,"CD","Les Moulins"
"50",2468,16343,"CD","Les Jardins-de-Napierville"
"51",2469,16331,"CD","Haut-Saint-Laurent"
"52",2471,16311,"CD","Vaudreuil-Soulanges"
"53",2472,15151,"CD","Deux-Montagnes - Mirabel"
"54",2473,15171,"CD","Thérèse-De Blainville"
"55",2475,15161,"CD","La Rivière-du-Nord - Mirabel"
"56",2476,15141,"CD","Argenteuil"
"57",2477,15131,"CD","Les Pays-d'en-Haut"
"58",2478,15121,"CD","Les Laurentides"
"59",2479,15111,"CD","Antoine-Labelle"
"60",2483,7121,"CD","Des Forestiers"
"61",2484,7111,"CD","Pontiac"
"62",2486,8131,"CD","Rouyn-Noranda"
"63",2487,8111,"CD","Abitibi-Ouest"
"64",2488,8121,"CD","Abitibi"
"65",2489,8141,"CD","Vallée-de-l'Or"
"66",2490,4111,"CD","Haut-Saint-Maurice"
"67",2491,2111,"CD","Domaine-du-Roy"
"68",2492,2121,"CD","Maria-Chapdelaine"
"69",2496,9123,"CD","Manicouagan"
"70",2402010,11141,"CSD","Pabok"
"71",2402015,11141,"CSD","Pabok"
"72",2402028,11141,"CSD","Pabok"
"73",2402047,11141,"CSD","Pabok"
"74",2402902,11141,"CSD","Pabok"
"75",2403005,11132,"CSD","Gaspé"
"76",2403010,11131,"CSD","Grande-Vallée"
"77",2403015,11131,"CSD","Grande-Vallée"
"78",2403020,11131,"CSD","Grande-Vallée"
"79",2403025,11133,"CSD","Murdochville"
"80",2403902,11132,"CSD","Gaspé"
"81",2403904,11132,"CSD","Gaspé"
"82",2404005,11131,"CSD","Grande-Vallée"
"83",2404010,11121,"CSD","Denis-Riverin"
"84",2404015,11121,"CSD","Denis-Riverin"
"85",2404020,11121,"CSD","Denis-Riverin"
"86",2404025,11121,"CSD","Denis-Riverin"
"87",2404030,11121,"CSD","Denis-Riverin"
"88",2404037,11121,"CSD","Denis-Riverin"
"89",2404047,11121,"CSD","Denis-Riverin"
"90",2404902,11121,"CSD","Denis-Riverin"
"91",2404904,11121,"CSD","Denis-Riverin"
"92",2422005,3131,"CSD","Loretteville - Val-Bélair"
"93",2422010,3131,"CSD","Loretteville - Val-Bélair"
"94",2422015,3131,"CSD","Loretteville - Val-Bélair"
"95",2422020,3131,"CSD","Loretteville - Val-Bélair"
"96",2422025,3131,"CSD","Loretteville - Val-Bélair"
"97",2422030,3132,"CSD","Charlesbourg"
"98",2422035,3132,"CSD","Charlesbourg"
"99",2422040,3132,"CSD","Charlesbourg"
"100",2422045,3133,"CSD","Beauport"
"101",2422902,3132,"CSD","Charlesbourg"
"102",2423015,3125,"CSD","Québec - Basse-Ville"
"103",2423057,3121,"CSD","Laurentien"
"104",2423072,3121,"CSD","Laurentien"
"105",2423802,3131,"CSD","Loretteville - Val-Bélair"
"106",2426005,12115,"CSD","La Nouvelle-Beauce"
"107",2426010,12115,"CSD","La Nouvelle-Beauce"
"108",2426015,12115,"CSD","La Nouvelle-Beauce"
"109",2426022,12115,"CSD","La Nouvelle-Beauce"
"110",2426030,12115,"CSD","La Nouvelle-Beauce"
"111",2426035,12115,"CSD","La Nouvelle-Beauce"
"112",2426040,12115,"CSD","La Nouvelle-Beauce"
"113",2426048,12115,"CSD","La Nouvelle-Beauce"
"114",2426055,12115,"CSD","La Nouvelle-Beauce"
"115",2426063,12115,"CSD","La Nouvelle-Beauce"
"116",2426070,12112,"CSD","Les Chutes-de-la-Chaudière"
"117",2437205,4122,"CSD","Des Chenaux"
"118",2437210,4122,"CSD","Des Chenaux"
"119",2437215,4122,"CSD","Des Chenaux"
"120",2437220,4122,"CSD","Des Chenaux"
"121",2437225,4122,"CSD","Des Chenaux"
"122",2437230,4122,"CSD","Des Chenaux"
"123",2437235,4141,"CSD","Centre-de-la-Mauricie"
"124",2437240,4122,"CSD","Des Chenaux"
"125",2437245,4122,"CSD","Des Chenaux"
"126",2437250,4122,"CSD","Des Chenaux"
"127",2446005,5111,"CSD","Cowansville-Farnham-Bedford"
"128",2446010,5111,"CSD","Cowansville-Farnham-Bedford"
"129",2446017,5111,"CSD","Cowansville-Farnham-Bedford"
"130",2446025,5111,"CSD","Cowansville-Farnham-Bedford"
"131",2446030,5111,"CSD","Cowansville-Farnham-Bedford"
"132",2446035,5111,"CSD","Cowansville-Farnham-Bedford"
"133",2446040,5111,"CSD","Cowansville-Farnham-Bedford"
"134",2446045,5111,"CSD","Cowansville-Farnham-Bedford"
"135",2446050,5111,"CSD","Cowansville-Farnham-Bedford"
"136",2446058,5111,"CSD","Cowansville-Farnham-Bedford"
"137",2446065,5111,"CSD","Cowansville-Farnham-Bedford"
"138",2446070,5111,"CSD","Cowansville-Farnham-Bedford"
"139",2446075,5111,"CSD","Cowansville-Farnham-Bedford"
"140",2446078,5121,"CSD","Granby-Shefford-Bromont"
"141",2446080,5111,"CSD","Cowansville-Farnham-Bedford"
"142",2446085,5111,"CSD","Cowansville-Farnham-Bedford"
"143",2446090,5111,"CSD","Cowansville-Farnham-Bedford"
"144",2446095,5111,"CSD","Cowansville-Farnham-Bedford"
"145",2446100,5111,"CSD","Cowansville-Farnham-Bedford"
"146",2446105,5111,"CSD","Cowansville-Farnham-Bedford"
"147",2446112,5111,"CSD","Cowansville-Farnham-Bedford"
"148",2451008,4131,"CSD","Maskinongé"
"149",2451015,4131,"CSD","Maskinongé"
"150",2451020,4131,"CSD","Maskinongé"
"151",2451025,4131,"CSD","Maskinongé"
"152",2451030,4131,"CSD","Maskinongé"
"153",2451035,4131,"CSD","Maskinongé"
"154",2451040,4131,"CSD","Maskinongé"
"155",2451045,4131,"CSD","Maskinongé"
"156",2451050,4131,"CSD","Maskinongé"
"157",2451055,4131,"CSD","Maskinongé"
"158",2451060,4131,"CSD","Maskinongé"
"159",2451065,4131,"CSD","Maskinongé"
"160",2451070,4141,"CSD","Centre-de-la-Mauricie"
"161",2451075,4141,"CSD","Centre-de-la-Mauricie"
"162",2451080,4141,"CSD","Centre-de-la-Mauricie"
"163",2451085,4141,"CSD","Centre-de-la-Mauricie"
"164",2451090,4151,"CSD","Trois-Rivières"
"165",2455008,5111,"CSD","Cowansville-Farnham-Bedford"
"166",2455015,5121,"CSD","Granby-Shefford-Bromont"
"167",2455023,16121,"CSD","Chambly-Carignan-Marieville"
"168",2455030,16121,"CSD","Chambly-Carignan-Marieville"
"169",2455037,16121,"CSD","Chambly-Carignan-Marieville"
"170",2455048,16121,"CSD","Chambly-Carignan-Marieville"
"171",2455057,16121,"CSD","Chambly-Carignan-Marieville"
"172",2455065,16121,"CSD","Chambly-Carignan-Marieville"
"173",2456005,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"174",2456010,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"175",2456015,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"176",2456023,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"177",2456030,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"178",2456035,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"179",2456042,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"180",2456050,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"181",2456055,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"182",2456060,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"183",2456065,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"184",2456083,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"185",2456097,16122,"CSD","Saint-Jean-sur-Richelieu - Saint-Luc"
"186",2456105,5111,"CSD","Cowansville-Farnham-Bedford"
"187",2457005,16121,"CSD","Chambly-Carignan-Marieville"
"188",2457010,16121,"CSD","Chambly-Carignan-Marieville"
"189",2457020,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"190",2457025,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"191",2457030,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"192",2457033,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"193",2457035,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"194",2457040,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"195",2457045,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"196",2457050,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"197",2457057,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"198",2457068,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"199",2457075,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"200",2458007,16111,"CSD","Brossard - Saint-Lambert"
"201",2458012,16111,"CSD","Brossard - Saint-Lambert"
"202",2458033,16213,"CSD","Lajemmerais"
"203",2458037,16221,"CSD","Saint-Bruno - Beloeil - Saint-Hilaire"
"204",2466007,6523,"CSD","Pointe-aux-Trembles"
"205",2466032,6225,"CSD","Métro"
"206",2466047,6212,"CSD","Notre-Dame-de-Grâce - Montréal-Ouest"
"207",2466058,6211,"CSD","Côte-Saint-Luc"
"208",2466062,6211,"CSD","Côte-Saint-Luc"
"209",2466072,6222,"CSD","Mont-Royal"
"210",2466087,6121,"CSD","Lachine"
"211",2466092,6121,"CSD","Lachine"
"212",2466097,6111,"CSD","Lac Saint-Louis"
"213",2466102,6111,"CSD","Lac Saint-Louis"
"214",2466107,6111,"CSD","Lac Saint-Louis"
"215",2466112,6111,"CSD","Lac Saint-Louis"
"216",2466117,6111,"CSD","Lac Saint-Louis"
"217",2466127,6111,"CSD","Lac Saint-Louis"
"218",2466142,6113,"CSD","Dollard-des-Ormeaux"
"219",2467005,16342,"CSD","Saint-Constant - La Prairie"
"220",2467010,16342,"CSD","Saint-Constant - La Prairie"
"221",2467015,16342,"CSD","Saint-Constant - La Prairie"
"222",2467020,16342,"CSD","Saint-Constant - La Prairie"
"223",2467025,16342,"CSD","Saint-Constant - La Prairie"
"224",2467030,16342,"CSD","Saint-Constant - La Prairie"
"225",2467035,16342,"CSD","Saint-Constant - La Prairie"
"226",2467040,16341,"CSD","Châteauguay-Mercier"
"227",2467045,16341,"CSD","Châteauguay-Mercier"
"228",2467050,16341,"CSD","Châteauguay-Mercier"
"229",2467055,16341,"CSD","Châteauguay-Mercier"
"230",2467802,16341,"CSD","Châteauguay-Mercier"
"231",2470005,16341,"CSD","Châteauguay-Mercier"
"232",2470012,16341,"CSD","Châteauguay-Mercier"
"233",2470022,16321,"CSD","Valleyfield-Beauharnois"
"234",2470030,16321,"CSD","Valleyfield-Beauharnois"
"235",2470035,16321,"CSD","Valleyfield-Beauharnois"
"236",2470040,16321,"CSD","Valleyfield-Beauharnois"
"237",2470052,16321,"CSD","Valleyfield-Beauharnois"
"238",2480005,7152,"CSD","Petite-Nation"
"239",2480010,7152,"CSD","Petite-Nation"
"240",2480015,7152,"CSD","Petite-Nation"
"241",2480020,7152,"CSD","Petite-Nation"
"242",2480027,7152,"CSD","Petite-Nation"
"243",2480037,7152,"CSD","Petite-Nation"
"244",2480045,7152,"CSD","Petite-Nation"
"245",2480050,7151,"CSD","Vallée-de-la-Lièvre"
"246",2480055,7151,"CSD","Vallée-de-la-Lièvre"
"247",2480060,7151,"CSD","Vallée-de-la-Lièvre"
"248",2480065,7151,"CSD","Vallée-de-la-Lièvre"
"249",2480070,7152,"CSD","Petite-Nation"
"250",2480078,7152,"CSD","Petite-Nation"
"251",2480085,7151,"CSD","Vallée-de-la-Lièvre"
"252",2480090,7152,"CSD","Petite-Nation"
"253",2480095,7152,"CSD","Petite-Nation"
"254",2480103,7152,"CSD","Petite-Nation"
"255",2480110,7152,"CSD","Petite-Nation"
"256",2480115,7152,"CSD","Petite-Nation"
"257",2480125,7152,"CSD","Petite-Nation"
"258",2480130,7152,"CSD","Petite-Nation"
"259",2480135,7152,"CSD","Petite-Nation"
"260",2480140,7151,"CSD","Vallée-de-la-Lièvre"
"261",2480145,7151,"CSD","Vallée-de-la-Lièvre"
"262",2482005,7151,"CSD","Vallée-de-la-Lièvre"
"263",2482010,7151,"CSD","Vallée-de-la-Lièvre"
"264",2482020,7131,"CSD","Les Collines-de-l'Outaouais"
"265",2482025,7131,"CSD","Les Collines-de-l'Outaouais"
"266",2482030,7111,"CSD","Pontiac"
"267",2482035,7131,"CSD","Les Collines-de-l'Outaouais"
"268",2485005,8152,"CSD","Témiscaming"
"269",2485010,8152,"CSD","Témiscaming"
"270",2485015,8151,"CSD","Ville-Marie"
"271",2485020,8151,"CSD","Ville-Marie"
"272",2485025,8151,"CSD","Ville-Marie"
"273",2485030,8151,"CSD","Ville-Marie"
"274",2485037,8151,"CSD","Ville-Marie"
"275",2485045,8151,"CSD","Ville-Marie"
"276",2485050,8151,"CSD","Ville-Marie"
"277",2485055,8151,"CSD","Ville-Marie"
"278",2485060,8151,"CSD","Ville-Marie"
"279",2485065,8151,"CSD","Ville-Marie"
"280",2485070,8151,"CSD","Ville-Marie"
"281",2485075,8151,"CSD","Ville-Marie"
"282",2485080,8151,"CSD","Ville-Marie"
"283",2485085,8151,"CSD","Ville-Marie"
"284",2485090,8151,"CSD","Ville-Marie"
"285",2485095,8151,"CSD","Ville-Marie"
"286",2485100,8151,"CSD","Ville-Marie"
"287",2485105,8151,"CSD","Ville-Marie"
"288",2485802,8152,"CSD","Témiscaming"
"289",2485803,8151,"CSD","Ville-Marie"
"290",2485804,8151,"CSD","Ville-Marie"
"291",2485806,8151,"CSD","Ville-Marie"
"292",2485905,8151,"CSD","Ville-Marie"
"293",2485907,8151,"CSD","Ville-Marie"
"294",2493005,2131,"CSD","Lac-Saint-Jean-Est"
"295",2493012,2131,"CSD","Lac-Saint-Jean-Est"
"296",2493020,2131,"CSD","Lac-Saint-Jean-Est"
"297",2493025,2131,"CSD","Lac-Saint-Jean-Est"
"298",2493030,2131,"CSD","Lac-Saint-Jean-Est"
"299",2493035,2131,"CSD","Lac-Saint-Jean-Est"
"300",2493042,2131,"CSD","Lac-Saint-Jean-Est"
"301",2493045,2131,"CSD","Lac-Saint-Jean-Est"
"302",2493055,2131,"CSD","Lac-Saint-Jean-Est"
"303",2493060,2131,"CSD","Lac-Saint-Jean-Est"
"304",2493065,2131,"CSD","Lac-Saint-Jean-Est"
"305",2493070,2131,"CSD","Lac-Saint-Jean-Est"
"306",2493075,2131,"CSD","Lac-Saint-Jean-Est"
"307",2493080,2121,"CSD","Maria-Chapdelaine"
"308",2493902,2131,"CSD","Lac-Saint-Jean-Est"
"309",2493904,2131,"CSD","Lac-Saint-Jean-Est"
"310",2493906,2131,"CSD","Lac-Saint-Jean-Est"
"311",2493908,2131,"CSD","Lac-Saint-Jean-Est"
"312",2494205,2161,"CSD","Fjord"
"313",2494210,2161,"CSD","Fjord"
"314",2494215,2161,"CSD","Fjord"
"315",2494220,2161,"CSD","Fjord"
"316",2494225,2161,"CSD","Fjord"
"317",2494230,2151,"CSD","Saguenay"
"318",2494235,2151,"CSD","Saguenay"
"319",2494240,2151,"CSD","Saguenay"
"320",2494245,2151,"CSD","Saguenay"
"321",2494250,2141,"CSD","Jonquière"
"322",2494255,2141,"CSD","Jonquière"
"323",2494260,2141,"CSD","Jonquière"
"324",2494265,2141,"CSD","Jonquière"
"325",2494926,2161,"CSD","Fjord"
"326",2494928,2141,"CSD","Jonquière"
"327",2494930,2151,"CSD","Saguenay"
"328",2495005,9121,"CSD","Les Escoumins"
"329",2495010,9121,"CSD","Les Escoumins"
"330",2495018,9121,"CSD","Les Escoumins"
"331",2495025,9121,"CSD","Les Escoumins"
"332",2495032,9122,"CSD","Forestville"
"333",2495040,9122,"CSD","Forestville"
"334",2495045,9122,"CSD","Forestville"
"335",2495050,9122,"CSD","Forestville"
"336",2495802,9121,"CSD","Les Escoumins"
"337",2495902,9122,"CSD","Forestville"
"338",2497022,9131,"CSD","Port-Cartier"
"339",2497035,9111,"CSD","Caniapiscau"
"340",2497040,9111,"CSD","Caniapiscau"
"341",2497802,9141,"CSD","Sept-Îles"
"342",2497804,9141,"CSD","Sept-Îles"
"343",2497806,9171,"CSD","Territoire Naskapi"
"344",2497808,9111,"CSD","Caniapiscau"
"345",2497810,9111,"CSD","Caniapiscau"
"346",2497902,9131,"CSD","Port-Cartier"
"347",2497904,9131,"CSD","Port-Cartier"
"348",2497906,9111,"CSD","Caniapiscau"
"349",2497908,9111,"CSD","Caniapiscau"
"350",2497912,9111,"CSD","Caniapiscau"
"351",2497914,9111,"CSD","Caniapiscau"
"352",2498005,9161,"CSD","Basse Côte-Nord"
"353",2498010,9161,"CSD","Basse Côte-Nord"
"354",2498012,9161,"CSD","Basse Côte-Nord"
"355",2498014,9161,"CSD","Basse Côte-Nord"
"356",2498015,9161,"CSD","Basse Côte-Nord"
"357",2498020,9151,"CSD","Minganie"
"358",2498025,9151,"CSD","Minganie"
"359",2498030,9151,"CSD","Minganie"
"360",2498035,9151,"CSD","Minganie"
"361",2498040,9151,"CSD","Minganie"
"362",2498045,9151,"CSD","Minganie"
"363",2498050,9151,"CSD","Minganie"
"364",2498055,9151,"CSD","Minganie"
"365",2498802,9161,"CSD","Basse Côte-Nord"
"366",2498804,9161,"CSD","Basse Côte-Nord"
"367",2498806,9151,"CSD","Minganie"
"368",2498808,9151,"CSD","Minganie"
"369",2498904,9151,"CSD","Minganie"
"370",2498912,9151,"CSD","Minganie"
"371",2499005,10013,"CSD","Lebel-sur-Quévillon"
"372",2499010,18011,"CSD","Territoire Cri"
"373",2499015,10012,"CSD","Matagami"
"374",2499020,10014,"CSD","Chibougamau-Chapais"
"375",2499025,10014,"CSD","Chibougamau-Chapais"
"376",2499030,18011,"CSD","Territoire Cri"
"377",2499035,18011,"CSD","Territoire Cri"
"378",2499040,18011,"CSD","Territoire Cri"
"379",2499045,18011,"CSD","Territoire Cri"
"380",2499050,18011,"CSD","Territoire Cri"
"381",2499055,18011,"CSD","Territoire Cri"
"382",2499060,10011,"CSD","Baie-James"
"383",2499065,9171,"CSD","Territoire Naskapi"
"384",2499070,18011,"CSD","Territoire Cri"
"385",2499075,17011,"CSD","Baie D'Hudson"
"386",2499080,17011,"CSD","Baie D'Hudson"
"387",2499085,17011,"CSD","Baie D'Hudson"
"388",2499090,17012,"CSD","Ungava"
"389",2499095,17012,"CSD","Ungava"
"390",2499100,17012,"CSD","Ungava"
"391",2499105,17012,"CSD","Ungava"
"392",2499110,17012,"CSD","Ungava"
"393",2499115,17012,"CSD","Ungava"
"394",2499120,17011,"CSD","Baie D'Hudson"
"395",2499125,17011,"CSD","Baie D'Hudson"
"396",2499130,17012,"CSD","Ungava"
"397",2499135,17011,"CSD","Baie D'Hudson"
"398",2499140,17011,"CSD","Baie D'Hudson"
"399",2499804,18011,"CSD","Territoire Cri"
"400",2499806,18011,"CSD","Territoire Cri"
"401",2499808,18011,"CSD","Territoire Cri"
"402",2499810,18011,"CSD","Territoire Cri"
"403",2499812,18011,"CSD","Territoire Cri"
"404",2499814,18011,"CSD","Territoire Cri"
"405",2499816,18011,"CSD","Territoire Cri"
"406",2499818,18011,"CSD","Territoire Cri"
"407",2499877,17011,"CSD","Baie D'Hudson"
"408",2499878,17011,"CSD","Baie D'Hudson"
"409",2499879,17011,"CSD","Baie D'Hudson"
"410",2499883,17011,"CSD","Baie D'Hudson"
"411",2499887,17011,"CSD","Baie D'Hudson"
"412",2499888,17012,"CSD","Ungava"
"413",2499889,17012,"CSD","Ungava"
"414",2499890,17012,"CSD","Ungava"
"415",2499891,17012,"CSD","Ungava"
"416",2499892,17012,"CSD","Ungava"
"417",2499893,17012,"CSD","Ungava"
"418",2499894,17012,"CSD","Ungava"
"419",2499895,17011,"CSD","Baie D'Hudson"
"420",2499902,17012,"CSD","Ungava"
"421",2499904,17011,"CSD","Baie D'Hudson"
"422",4080001,2151,"CT","Saguenay"
"423",4080002.01,2151,"CT","Saguenay"
"424",4080002.02,2151,"CT","Saguenay"
"425",4080003.01,2151,"CT","Saguenay"
"426",4080003.02,2151,"CT","Saguenay"
"427",4080004,2151,"CT","Saguenay"
"428",4080005,2151,"CT","Saguenay"
"429",4080006,2151,"CT","Saguenay"
"430",4080007,2151,"CT","Saguenay"
"431",4080008,2151,"CT","Saguenay"
"432",4080100,2141,"CT","Jonquière"
"433",4080101,2141,"CT","Jonquière"
"434",4080102,2141,"CT","Jonquière"
"435",4080103,2141,"CT","Jonquière"
"436",4080104,2141,"CT","Jonquière"
"437",4080105,2141,"CT","Jonquière"
"438",4080106,2141,"CT","Jonquière"
"439",4080107.02,2141,"CT","Jonquière"
"440",4080107.03,2141,"CT","Jonquière"
"441",4080107.04,2141,"CT","Jonquière"
"442",4080108,2141,"CT","Jonquière"
"443",4080109,2141,"CT","Jonquière"
"444",4080110,2141,"CT","Jonquière"
"445",4080111.04,2141,"CT","Jonquière"
"446",4080120.01,2141,"CT","Jonquière"
"447",4080120.04,2151,"CT","Saguenay"
"448",4080120.05,2151,"CT","Saguenay"
"449",4080130,2151,"CT","Saguenay"
"450",4080131,2151,"CT","Saguenay"
"451",4080132,2151,"CT","Saguenay"
"452",4080133,2151,"CT","Saguenay"
"453",4080140,2151,"CT","Saguenay"
"454",4080150,2151,"CT","Saguenay"
"455",4080160,2161,"CT","Fjord"
"456",4080161,2161,"CT","Fjord"
"457",4080162,2161,"CT","Fjord"
"458",4080163,2161,"CT","Fjord"
"459",4210001.01,3124,"CT","Québec - Haute-Ville"
"460",4210001.02,3124,"CT","Québec - Haute-Ville"
"461",4210002,3125,"CT","Québec - Basse-Ville"
"462",4210003,3124,"CT","Québec - Haute-Ville"
"463",4210004,3125,"CT","Québec - Basse-Ville"
"464",4210005,3124,"CT","Québec - Haute-Ville"
"465",4210006,3124,"CT","Québec - Haute-Ville"
"466",4210007,3125,"CT","Québec - Basse-Ville"
"467",4210008,3125,"CT","Québec - Basse-Ville"
"468",4210009,3125,"CT","Québec - Basse-Ville"
"469",4210010,3125,"CT","Québec - Basse-Ville"
"470",4210011,3125,"CT","Québec - Basse-Ville"
"471",4210012,3125,"CT","Québec - Basse-Ville"
"472",4210013,3125,"CT","Québec - Basse-Ville"
"473",4210014,3124,"CT","Québec - Haute-Ville"
"474",4210015,3124,"CT","Québec - Haute-Ville"
"475",4210016,3124,"CT","Québec - Haute-Ville"
"476",4210017,3124,"CT","Québec - Haute-Ville"
"477",4210018,3124,"CT","Québec - Haute-Ville"
"478",4210019,3124,"CT","Québec - Haute-Ville"
"479",4210020,3125,"CT","Québec - Basse-Ville"
"480",4210021,3125,"CT","Québec - Basse-Ville"
"481",4210022,3125,"CT","Québec - Basse-Ville"
"482",4210023,3125,"CT","Québec - Basse-Ville"
"483",4210024,3125,"CT","Québec - Basse-Ville"
"484",4210025,3125,"CT","Québec - Basse-Ville"
"485",4210026,3126,"CT","Limoilou-Vanier"
"486",4210027,3126,"CT","Limoilou-Vanier"
"487",4210028,3126,"CT","Limoilou-Vanier"
"488",4210029,3126,"CT","Limoilou-Vanier"
"489",4210030,3126,"CT","Limoilou-Vanier"
"490",4210031,3126,"CT","Limoilou-Vanier"
"491",4210033.01,3126,"CT","Limoilou-Vanier"
"492",4210033.02,3126,"CT","Limoilou-Vanier"
"493",4210034,3126,"CT","Limoilou-Vanier"
"494",4210035,3126,"CT","Limoilou-Vanier"
"495",4210036,3126,"CT","Limoilou-Vanier"
"496",4210037,3126,"CT","Limoilou-Vanier"
"497",4210038.01,3126,"CT","Limoilou-Vanier"
"498",4210038.02,3126,"CT","Limoilou-Vanier"
"499",4210039.02,3122,"CT","Duberger-Les Saules-Lebourgneuf"
"500",4210040.01,3122,"CT","Duberger-Les Saules-Lebourgneuf"
"501",4210040.03,3122,"CT","Duberger-Les Saules-Lebourgneuf"
"502",4210041.02,3122,"CT","Duberger-Les Saules-Lebourgneuf"
"503",4210041.03,3131,"CT","Loretteville - Val-Bélair"
"504",4210041.04,3131,"CT","Loretteville - Val-Bélair"
"505",4210041.05,3131,"CT","Loretteville - Val-Bélair"
"506",4210041.06,3131,"CT","Loretteville - Val-Bélair"
"507",4210041.07,3131,"CT","Loretteville - Val-Bélair"
"508",4210041.08,3131,"CT","Loretteville - Val-Bélair"
"509",4210100,3123,"CT","Sainte-Foy - Sillery"
"510",4210101,3123,"CT","Sainte-Foy - Sillery"
"511",4210102,3123,"CT","Sainte-Foy - Sillery"
"512",4210103,3123,"CT","Sainte-Foy - Sillery"
"513",4210110,3123,"CT","Sainte-Foy - Sillery"
"514",4210111,3123,"CT","Sainte-Foy - Sillery"
"515",4210112.01,3123,"CT","Sainte-Foy - Sillery"
"516",4210112.02,3123,"CT","Sainte-Foy - Sillery"
"517",4210113.01,3123,"CT","Sainte-Foy - Sillery"
"518",4210113.02,3123,"CT","Sainte-Foy - Sillery"
"519",4210114,3123,"CT","Sainte-Foy - Sillery"
"520",4210115,3123,"CT","Sainte-Foy - Sillery"
"521",4210116,3123,"CT","Sainte-Foy - Sillery"
"522",4210117.01,3123,"CT","Sainte-Foy - Sillery"
"523",4210117.02,3123,"CT","Sainte-Foy - Sillery"
"524",4210118,3123,"CT","Sainte-Foy - Sillery"
"525",4210119.02,3121,"CT","Laurentien"
"526",4210119.04,3121,"CT","Laurentien"
"527",4210120.01,3121,"CT","Laurentien"
"528",4210120.02,3121,"CT","Laurentien"
"529",4210120.03,3121,"CT","Laurentien"
"530",4210160.01,3131,"CT","Loretteville - Val-Bélair"
"531",4210160.03,3131,"CT","Loretteville - Val-Bélair"
"532",4210160.05,3131,"CT","Loretteville - Val-Bélair"
